text,lemmas,sent_len,punct_count,char_count,text_density,sw_count,cased_count,polarity,PRON,VERB,ADV,ADP,NOUN,ADJ,DET,CONJ,PRT,NUM,.,X
My money disappeared right when I tried to top up,by money disappear right when I try to top up,10,0,49,4.454545454545454,5,1,0.39285714285714285,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
How does someone else top up my account,now do someone else top up my account,8,0,39,4.333333333333333,4,0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Who can have access to top up my account?,who can have access to top up my account,9,1,41,4.1,6,0,0.5,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I have a new card. How do i top it up?,I have a new card now do I top it up,11,2,38,3.1666666666666665,7,1,0.3181818181818182,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Do i have to top-up with my credit card before I can transfer?,to I have to top up with my credit card before I can transfer,13,2,62,4.428571428571429,9,1,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"I need my card topped up,",I need my card top up,6,1,25,3.5714285714285716,2,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What steps do I do to transfer money using my credit card?,that step do I do to transfer money use my credit card,12,1,58,4.461538461538462,6,1,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I topped up my account but the money isn't there now.,I top up my account but the money be not there now,11,2,53,4.416666666666667,7,1,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How can I use my credit card to transfer money?,now can I use my credit card to transfer money,10,1,47,4.2727272727272725,5,1,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How do I use my card to top up?,now do I use my card to top up,9,1,31,3.1,5,1,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"I need to transfer some money, can I use my credit card?",I need to transfer some money can I use my credit card,12,2,56,4.3076923076923075,6,2,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why is my 'top up' not showing up in my wallet?,why be my top up not show up in my wallet,11,3,47,3.9166666666666665,7,0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can other people top up my account?,an other people top up my account,7,1,35,4.375,4,0,0.1875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Do the disposable cards have any restrictions on them?,to the disposal card have any restriction on they,9,1,54,5.4,5,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
How many times can I use a virtual card?,now many time can I use a virtual card,9,1,40,4.0,4,1,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A friend was telling me about her disposable cards. What would I have to do to be able to get that feature?,a friend be tell I about her disposal card that would I have to do to be able to get that feature,22,2,107,4.6521739130434785,14,2,0.5,2.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Can I have more disposable cards?,an I have more disposal card,6,1,33,4.714285714285714,4,1,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"i tried using a virtual card for a hotel but it didn't work, why not",I try use a virtual card for a hotel but it do not work why not,15,2,68,4.25,9,0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What are the guidelines for the disposable cards?,that be the guideline for the disposal card,8,1,49,5.444444444444445,5,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Do the disposable cards have a transaction limit?,to the disposal card have a transaction limit,8,1,49,5.444444444444445,4,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Can you give me the restrictions of the disposable cards?,an you give I the restriction of the disposal card,10,1,57,5.181818181818182,6,0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Is there a limit on the number of times I can use a disposable card?,be there a limit on the number of time I can use a disposal card,15,1,68,4.25,9,1,0.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
How many disposable cards am I allowed to have?,now many disposal card be I allow to have,9,1,47,4.7,4,1,0.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the restrictions of the disposable cards?,that be the restriction of the disposal card,8,1,50,5.555555555555555,5,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
What is the most amount of disposable cards allowable?,that be the most amount of disposal card allowance,9,1,54,5.4,5,0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Can I get a disposable card?  How many can I have?  How often can I use them?,an I get a disposal card now many can I have now often can I use they,17,3,77,4.277777777777778,9,3,0.5,3.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
What number of transactions can i do with one disposable card?,that number of transaction can I do with one disposal card,11,1,62,5.166666666666667,6,0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whats the maximum disposable virtual cards?,that be the maximum disposal virtual card,6,1,43,6.142857142857143,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
How limited is a virtual card?,now limited be a virtual card,6,1,30,4.285714285714286,3,0,-0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the disposable cards restrictions?,that be the disposal card restriction,6,1,43,6.142857142857143,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"I need multiple cards per day, and they all have to be disposable.",I need multiple card per day and they all have to be disposal,13,2,66,4.714285714285714,7,1,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there a limit to the number of disposable cards I can have?,be there a limit to the number of disposal card I can have,13,1,62,4.428571428571429,8,1,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Can I have more than 2 disposable cards?,an I have more than disposal card,8,1,40,4.444444444444445,5,1,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What sort of restrictions are there for the disposable cards?,that sort of restriction be there for the disposal card,10,1,61,5.545454545454546,6,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What is the limit on disposable cards?,that be the limit on disposal card,7,1,38,4.75,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Help me create several temp cards every day.,help I create several hemp card every day,8,1,44,4.888888888888889,1,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Are there any limits to using disposable virtual cards?,be there any limit to use disposal virtual card,9,1,55,5.5,4,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Are there a certain amount of transactions i can do with one disposable card?,be there a certain amount of transaction I can do with one disposal card,14,1,77,5.133333333333334,8,0,0.21428571428571427,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What are the limitations on the disposable cards?,that be the limitation on the disposal card,8,1,49,5.444444444444445,5,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"I have a disposable card, how many transactions can I make?",I have a disposal card how many transaction can I make,11,2,59,4.916666666666667,6,2,0.5,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the policies of disposable cards?,that be the policy of disposal card,7,1,42,5.25,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Is there a limit on how many times I can use a disposable card?,be there a limit on how many time I can use a disposal card,14,1,63,4.2,8,1,0.5,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
I need to make several disposable cards per day.,I need to make several disposal card per day,9,1,48,4.8,2,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
What is the number of transactions I get with a disposable card?,that be the number of transaction I get with a disposal card,12,1,64,4.923076923076923,7,1,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
How many disposable virtual cards can you have?,now many disposal virtual card can you have,8,1,47,5.222222222222222,3,0,0.5,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Can you tell me the restrictions for the disposable cards?,an you tell I the restriction for the disposal card,10,1,58,5.2727272727272725,6,0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
How can many disposable cards can I have per day?,now can many disposal card can I have per day,10,1,49,4.454545454545454,5,1,0.5,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Could you tell me about the restrictions that are on the disposable cards?,would you tell I about the restriction that be on the disposal card,13,1,74,5.285714285714286,8,0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Do the disposable cards have any restrictions?,to the disposal card have any restriction,7,1,46,5.75,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I need several cards per day. And I need to be able to throw away all of the cards I make.,I need several card per day and I need to be able to throw away all of the card I make,21,2,90,4.090909090909091,10,3,0.25,2.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
How many times can I use my disposable card?,now many time can I use my disposal card,9,1,44,4.4,4,1,0.5,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With one disposable card how many transactions can i do?,with one disposal card how many transaction can I do,10,1,56,5.090909090909091,4,0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there any limits I should know about if I'm going to use a disposable virtual card?,be there any limit I should know about if I be go to use a disposal virtual card,17,2,86,4.777777777777778,9,1,0.0,1.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
I need a number of disposable cards everyday.,I need a number of disposal card everyday,8,1,45,5.0,3,1,-0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Are there restrictions on disposable virtual cards?,be there restriction on disposal virtual card,7,1,51,6.375,3,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Please provide me with the restrictions of the disposable cards.,please provide I with the restriction of the disposal card,10,1,64,5.818181818181818,5,0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I have to make several disposable cards per day.,I have to make several disposal card per day,9,1,48,4.8,3,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Am I limited on the amount of disposable cards I can possess?,be I limit on the amount of disposal card I can possess,12,1,61,4.6923076923076925,7,2,-0.07142857142857142,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
how many uses are the disposable cards good for?,how many use be the disposal card good for,9,1,48,4.8,3,0,0.6,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Whats the maximum number of disposable cards that I can get?,that be the maximum number of disposal card that I can get,11,1,60,5.0,5,1,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
What are some of the restrictions that the disposable cards have?,that be some of the restriction that the disposal card have,11,1,65,5.416666666666667,7,0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
What are the restrictions on the virtual cards?,that be the restriction on the virtual card,8,1,47,5.222222222222222,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
How many purchases can I make with one disposable card?,now many purchase can I make with one disposal card,10,1,55,5.0,4,1,0.5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is it possible to have more than one disposable card?,be it possible to have more than one disposal card,10,1,53,4.818181818181818,6,0,0.25,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Can i make several disposable cardsper day?,an I make several disposal cardsper day,7,1,43,5.375,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
What is limit of disposable cards  I can make per day?,that be limit of disposal card I can make per day,11,1,54,4.5,5,1,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the details of disposable card limitations?,that be the detail of disposal card limitation,8,1,52,5.777777777777778,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I need to make multiple disposable cards in a day.,I need to make multiple disposal card in a day,10,1,50,4.545454545454546,4,1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How many transactions can I do with my disposable card?,now many transaction can I do with my disposal card,10,1,55,5.0,6,1,0.5,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Show me the amount of transactions I can do with a disposable card.,how I the amount of transaction I can do with a disposal card,13,1,67,4.785714285714286,8,1,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What is the maximum transactions I can use on a disposable card?,that be the maximum transaction I can use on a disposal card,12,1,64,4.923076923076923,7,1,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Are there any limits if I use these virtual cards?,be there any limit if I use these virtual card,10,1,50,4.545454545454546,6,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Are there any restrictions for the disposable cards that I need to be aware of?,be there any restriction for the disposal card that I need to be aware of,15,1,79,4.9375,9,1,0.25,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Where can I find a list of descriptions the disposable cards have?,there can I find a list of description the disposal card have,12,1,66,5.076923076923077,6,1,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
What limits are there on the virtual cards?,that limit be there on the virtual card,8,1,43,4.777777777777778,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What is the max amount of disposable cards I'm allowed.,that be the max amount of disposal card I be allow,10,2,55,5.0,4,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
What stipulations do disposable cards entail?,that stipulation do disposal card entail,6,1,45,6.428571428571429,2,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How many disposable cards per person?,now many disposal card per person,6,1,37,5.285714285714286,1,0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there a limit to a disposable virtual card?,be there a limit to a disposal virtual card,9,1,46,4.6,5,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Why can't I use a disposable card?,why can not I use a disposal card,7,2,34,4.25,3,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How many transactions can I make on my disposable card?,now many transaction can I make on my disposal card,10,1,55,5.0,5,1,0.5,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What's the limit for disposable virtual cards?,that be the limit for disposal virtual card,7,2,46,5.75,2,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
How many active transactions can I make with a disposable card?,now many active transaction can I make with a disposal card,11,1,63,5.25,5,1,0.18333333333333335,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Please specify any limitations that come along with disposable cards.,please specify any limitation that come along with disposal card,10,1,69,6.2727272727272725,3,0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Are there downsides to using a disposable virtual cards?,be there downside to use a disposal virtual card,9,1,56,5.6,4,0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
how many transactions can go on a disposable card?,how many transaction can go on a disposal card,9,1,50,5.0,4,0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there a transaction limit for a disposable card?,be there a transaction limit for a disposal card,9,1,51,5.1,5,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
I need more than one disposable card,I need more than one disposal card,7,0,36,4.5,3,1,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What is the maximum number of transactions that I can put on a disposable card?,that be the maximum number of transaction that I can put on a disposal card,15,1,79,4.9375,9,1,0.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
I am required to make several disposable cards every day.,I be require to make several disposal card every day,10,1,57,5.181818181818182,3,1,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
I must make several disposable cards every day.,I must make several disposal card every day,8,1,47,5.222222222222222,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Where can I use a disposable card?,there can I use a disposal card,7,1,34,4.25,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Are there limits on the virtual cards?,be there limit on the virtual card,7,1,38,4.75,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
How many disposable cards can you own?,now many disposal card can you own,7,1,38,4.75,3,0,0.55,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can you tell me more about limits to disposable virtual cards?,an you tell I more about limit to disposal virtual card,11,1,62,5.166666666666667,6,0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How many transactions can I do with a disposable card?,now many transaction can I do with a disposal card,10,1,54,4.909090909090909,6,1,0.5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How many payments can I make using a virtual card?,now many payment can I make use a virtual card,10,1,50,4.545454545454546,4,1,0.5,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
What is the maximum number of transactions I can do with a disposable card?,that be the maximum number of transaction I can do with a disposal card,14,1,75,5.0,9,1,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Can you tell me if there are limits to disposable virtual cards?,an you tell I if there be limit to disposal virtual card,12,1,64,4.923076923076923,7,0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What are the rules for using disposable virtual cards?,that be the rule for use disposal virtual card,9,1,54,5.4,4,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What are the disposable virtual card limits?,that be the disposal virtual card limit,7,1,44,5.5,3,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
How many disposable cards can I have at one time?,now many disposal card can I have at one time,10,1,49,4.454545454545454,5,1,0.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How many transactions can be made with a disposable card?,now many transaction can be make with a disposal card,10,1,57,5.181818181818182,5,0,0.5,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"i am not a premium customer but i want a virtual card, how do i get it",I be not a premium customer but I want a virtual card how do I get it,17,1,70,3.888888888888889,11,0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
I need several disposable cards made per day.,I need several disposal card make per day,8,1,45,5.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
What is the maximum transactions for one disposable card?,that be the maximum transaction for one disposal card,9,1,57,5.7,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"For the disposable cards, what are the restrictions?",for the disposal card what be the restriction,8,2,52,5.777777777777778,5,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Are there any restrictions for the disposable cards?,be there any restriction for the disposal card,8,1,52,5.777777777777778,5,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Is there a limit on making disposable cards?,be there a limit on make disposal card,8,1,44,4.888888888888889,4,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Do the disposable cards have restrictions?,to the disposal card have restriction,6,1,42,6.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can I do more than 10 transactions with a disposable card?,an I do more than transaction with a disposal card,11,1,58,4.833333333333333,7,1,0.5,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What are the disposable card limits?,that be the disposal card limit,6,1,36,5.142857142857143,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Is there a limit to using a disposable virtual card?,be there a limit to use a disposal virtual card,10,1,52,4.7272727272727275,5,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
I have a disposable virtual card. Is there a limit to how many times I can use it?,I have a disposal virtual card be there a limit to how many time I can use it,18,2,82,4.315789473684211,10,2,0.5,2.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Are there any places that I can't use the disposable cards at?,be there any place that I can not use the disposal card at,12,2,62,4.769230769230769,6,1,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Is there a limit to the number of disposable cards per day?,be there a limit to the number of disposal card per day,12,1,59,4.538461538461538,6,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
How many disposable cards can I make in a day?,now many disposal card can I make in a day,10,1,46,4.181818181818182,5,1,0.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
let me know how many disposable cards I can have?,let I know how many disposal card I can have,10,1,49,4.454545454545454,4,1,0.5,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
I must make several disposable cards per day.,I must make several disposal card per day,8,1,45,5.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Can you please inform me of the restrictions for the disposable cards.,an you please inform I of the restriction for the disposal card,12,1,70,5.384615384615385,7,0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Is there a limit on disposable cards?,be there a limit on disposal card,7,1,37,4.625,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I have to make more then a few disposable cards per day.,I have to make more then a few disposal card per day,12,1,56,4.3076923076923075,7,1,0.15,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Are there any restrictions on the disposable cards?,be there any restriction on the disposal card,8,1,51,5.666666666666667,5,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
What are my limits on disposable cards?,that be my limit on disposal card,7,1,39,4.875,4,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I would like to know what the restrictions are for the disposable cards.,I would like to know what the restriction be for the disposal card,13,1,72,5.142857142857143,7,1,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What is the limits on the number of disposable cards I can have?,that be the limit on the number of disposal card I can have,13,1,64,4.571428571428571,8,1,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
what is the amount of disposable cards I can have?,what be the amount of disposal card I can have,10,1,50,4.545454545454546,6,1,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"On my disposable card, is there a transaction limit?",in my disposal card be there a transaction limit,9,2,52,5.2,5,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Who can request disposable cards?,who can request disposal card,5,1,33,5.5,2,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How much transactions do I get with a disposable card?,now much transaction do I get with a disposal card,10,1,54,4.909090909090909,5,1,0.2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What can I and can't do with the disposable cards?,that can I and can not do with the disposal card,10,2,50,4.545454545454546,7,1,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there a transaction limit on a disposable card?,be there a transaction limit on a disposal card,9,1,50,5.0,5,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
How many disposable  cards are available per account?,now many disposal card be available per account,8,1,53,5.888888888888889,2,0,0.45,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
What is the number of transactions for one disposable card?,that be the number of transaction for one disposal card,10,1,59,5.363636363636363,5,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I think someone is using my card without my permission!,I think someone be use my card without my permission,10,1,55,5.0,4,1,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What do I do if I detect fraudulent use on my car?,that do I do if I detect fraudulent use on my car,12,1,50,3.8461538461538463,8,2,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I think my account has been hacked there are charges on there I don't recognize.,I think my account have be hack there be charge on there I do not recognize,15,2,80,5.0,10,2,0.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I don't recognize some transactions.  Is someone else using it?,I do not recognize some transaction be someone else use it,10,3,63,5.7272727272727275,4,1,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
